Nome,Endereço,Estado,Cidade,País,CEP,Total de Avaliações,Média de Avaliações,Avaliação Google,Avaliação Foursquare,Avaliação Facebook,Avaliação Trip,Posição no Ranking da Cidade,Site,Instagram,Telefone,Tipos de Cozinha,Horário,Faixa de Preço por Pessoa,Preço Médio por Pessoa,Estacionamento,Lugares Ao Ar Livre,Wi-Fi,Reserva,Entrega,Para Viagem,Música,TV,Acessível a cadeiras de rodas,Crianças,Grupos Grandes,Serviço de Garçom
Frango Frito BH - Alípio de Melo,"Praça Paulo VI, 8",Minas Gerais,Belo Horizonte,Brasil,30830-730,489,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#264 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3284-5528,Não especificado,Seg: 17:30-23:30; Ter: 17:30-23:30; Qua: 17:30-23:30; Qui: 17:30-23:30; Sex: 17:30-23:30; Sáb: 17:30-23:30; Dom: Fechado,54.00,54.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Couve e Flor restaurante LTDA,"Estação Carlos Prates R. Alvarenga Peixoto, 1000",Belo Horizonte,Lourdes,Minas Gerais,Brasil,1477,4.6,4.7,4.5,4.4,4.5,#265 de 18306 restaurantes em Belo Horizonte,restaurantecouveflor.com.br,@restaurantecouveflor,+55 31 3337-2681,"Brasileira, Opções vegetarianas",Seg: 11:00-14:30; Ter: 11:00-14:30; Qua: 11:00-14:30; Qui: 11:00-14:30; Sex: 11:00-14:30; Sáb: Fechado; Dom: 12:00-15:30,54.00 À 140.00,97.0,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
PASTA LAB,"R. Fernandes Tourinho, 235",Minas Gerais,Belo Horizonte,Brasil,30112-000,179,3.5,4.0,Sem Avaliação,Sem Avaliação,3.0,#266 de 18306 restaurantes em Belo Horizonte,Sem Informação,@pastalab_bh,+55 31 97234-6461,"Italiana, Opções vegetarianas",Seg: Fechado; Ter: Fechado; Qua: 12:00-14:30 19:00-22:30; Qui: 12:00-14:30 19:00-22:30; Sex: 12:00-14:30 19:00-22:30; Sáb: 12:00-16:00 19:00-22:30; Dom: 12:00-16:00,280.00,280.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Amantes do Açaí,"Estação Gameleira R. Monte Simplon, 1279",Minas Gerais,Belo Horizonte,Brasil,30550-162,83,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#267 de 18306 restaurantes em Belo Horizonte,facebook.com,Sem Informação,+55 31 99153-7831,Não especificado,Seg: Fechado; Ter: Fechado; Qua: 15:00-22:30; Qui: 15:00-22:30; Sex: 15:00-22:30; Sáb: 15:00-22:30; Dom: 15:00-22:30,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Churrasco do Bento,"Estação Vilarinho R. Prof. Aimoré Dutra, 248",Minas Gerais,Belo Horizonte,Brasil,31515-180,339,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#268 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3495-1389,Churrascarias,Seg: 11:00-15:00; Ter: 11:00-15:00; Qua: 11:00-15:00; Qui: 11:00-15:00; Sex: 11:00-15:00; Sáb: 11:00-15:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Mandioca,"R. das Caldeiras, 10A",Minas Gerais,Belo Horizonte,Brasil,31975-250,748,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#40 de 3071 cafeterias em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3447-5190,Não especificado,Seg: 09:00-00:00; Ter: 09:00-00:00; Qua: 09:00-00:00; Qui: 09:00-00:00; Sex: 09:00-00:00; Sáb: 09:00-00:00; Dom: 09:00-00:00,55.00,55.0,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Dudu's Hamburgueria,"R. Frei Andreoni, 415",Minas Gerais,Belo Horizonte,Brasil,30550-550,464,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#274 de 18306 restaurantes em Belo Horizonte,Sem Informação,@dudus_hamburgueria,+55 31 3047-1813,Fast Food,Seg: Fechado; Ter: 18:30-23:30; Qua: 18:30-23:30; Qui: 18:30-23:30; Sex: 18:30-23:30; Sáb: 18:30-23:30; Dom: 18:30-23:30,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Camaradería,"Estação Santa Efigênia Rua Claudio Manoel 555, Belo Horizonte",Brasil,Minas Gerais,30140-105,Sem Informação,344,4.5,Sem Avaliação,4.3,4.6,4.5,#277 de 18306 restaurantes em Belo Horizonte,camaraderia.com.br,@camaraderia,+55 31 3646-4616,"Sul Americana, Opções vegetarianas",Seg: 11:30-15:00; Ter: 11:30-15:00; Qua: 11:30-23:00; Qui: 11:30-23:00; Sex: 11:30-23:00; Sáb: 11:30-23:00; Dom: 11:30-16:30,55.00 À 140.00,97.5,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
Restaurante da Ana,"Estação Cidade Industrial R. Dr. Ribeiro Pena, 112",Minas Gerais,Belo Horizonte,Brasil,30610-080,122,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#278 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3362-5664,Não especificado,Seg: 11:00-14:30; Ter: 11:00-14:30; Qua: 11:00-14:30; Qui: 11:00-14:30; Sex: 11:00-14:30; Sáb: 11:00-15:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante Bom Sabor,"Rua Conceição da Aparecida, 733",Minas Gerais,Belo Horizonte,Brasil,31365-150,381,4.2,4.5,Sem Avaliação,4.0,Sem Avaliação,#279 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3476-1685,"Brasileira, Opções vegetarianas",Seg: 11:00-14:30; Ter: 11:00-14:30; Qua: 11:00-14:30; Qui: 11:00-14:30; Sex: 11:00-14:30; Sáb: 11:00-14:30; Dom: 11:00-14:30,55.00 À 140.00,97.5,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
ZAIKA TANDOOR BURITIS,"Av. Professor Mário Werneck, 2170",Minas Gerais,Belo Horizonte,Brasil,30575-180,75,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#280 de 18306 restaurantes em Belo Horizonte,restaurantezaikaburitis.menudino.com,Sem Informação,+55 31 3213-8901,Indiana,Seg: Fechado; Ter: 12:00-15:00 18:00-22:00; Qua: 12:00-15:00 18:00-22:00; Qui: 12:00-15:00 18:00-22:00; Sex: 12:00-15:00 18:00-22:00; Sáb: 12:00-22:00; Dom: 12:00-22:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
La Parmegiana,"Estação Horto Florestal R. São Lázaro, 696",Minas Gerais,Belo Horizonte,Brasil,31035-580,119,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#281 de 18306 restaurantes em Belo Horizonte,Sem Informação,@laparmegianabh,+55 31 98359-3188,Não especificado,Seg: Fechado; Ter: 18:00-22:00; Qua: 18:00-22:00; Qui: 18:00-22:00; Sex: 18:00-22:00; Sáb: 11:00-22:00; Dom: 11:00-21:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
"Assados do Gil - Restaurante, Pizzaria & Hamburgueria","R. Rosalvo de Melo Franco, 231",Minas Gerais,Belo Horizonte,Brasil,31960-020,211,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#282 de 18306 restaurantes em Belo Horizonte,facebook.com,@assadosdogil,+55 31 99608-7623,"Pizza, Fast Food, Grelhada, Opções vegetarianas",Seg: Fechado; Ter: 18:30-23:30; Qua: 18:30-23:30; Qui: 18:30-23:30; Sex: 18:30-23:30; Sáb: 18:30-23:30; Dom: 18:30-23:30,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Ah! Bon Café,"Estação Carlos Prates A - Diamond Mall, Av. Olegário Maciel",Belo Horizonte,1600 - OM29,Minas Gerais,Brasil,230,3.5,3.5,3.6,Sem Avaliação,3.5,#33 de 3213 cafés em Belo Horizonte,ahbon.com.br,@ahbonbistrot,+55 31 3292-9069,Não especificado,Seg: 11:30-22:00; Ter: 10:00-22:00; Qua: 10:00-22:00; Qui: 10:00-22:00; Sex: 10:00-22:00; Sáb: 11:30-22:00; Dom: 11:30-22:00,140.00 À 270.00,205.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Bar Aqui Tudo e Bom - Prado,"R. Chopin, 22",Minas Gerais,Belo Horizonte,Brasil,30411-115,188,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#284 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3658-4403,Não especificado,Seg: 11:00-00:00; Ter: 11:00-00:00; Qua: 11:00-00:00; Qui: 11:00-00:00; Sex: 11:00-00:00; Sáb: 11:00-00:00; Dom: 11:00-00:00,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
Barolio,"Alameda Oscar Niemayer, 1033 Loja 04-B",Minas Gerais,Belo Horizonte,Brasil,34006-065,482,4.0,4.3,4.0,4.2,4.0,#285 de 18306 restaurantes em Belo Horizonte,barolio.com.br,@baroliobh,+55 31 3786-1359,"Italiana, Pizza, Frutos do mar",Seg: Fechado; Ter: 18:00-03:00; Qua: 18:00-03:00; Qui: 18:00-03:00; Sex: 12:00-03:00; Sáb: 12:00-03:00; Dom: 12:00-03:00,55.00 À 140.00,97.5,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Benny Burguer,"Estação Vila Oeste R. Carlos Schettino, 716",Minas Gerais,Belo Horizonte,Brasil,30510-270,63,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#304 de 18306 restaurantes em Belo Horizonte,Sem Informação,@bennyburguer,+55 31 3322-0946,Não especificado,Segunda: 18:00-00:00; Terça: Fechado; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 18:00-00:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Cipoeiro - BAR & restaurante,"Rua Desembargador José Satyro, 451",Minas Gerais,Belo Horizonte,Brasil,30840-490,238,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#306 de 18306 restaurantes em Belo Horizonte,api.whatsapp.com,@whatsapp,+55 31 99258-2503,"Grelhada, Bar de Coquetéis",Segunda: Fechado; Terça: 17:00-23:00; Quarta: 17:00-23:00; Quinta: 17:00-23:00; Sexta: 17:00-00:00; Sábado: 11:00-00:00; Domingo: 11:00-19:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Andu Restaurante e Bar,"Rua dos Caetés, 537",Minas Gerais,Belo Horizonte,Brasil,30120-082,61,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#307 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Não especificado,Segunda: 11:00-18:00; Terça: 11:00-18:00; Quarta: 11:00-18:00; Quinta: 11:00-18:00; Sexta: 11:00-18:00; Sábado: 11:00-18:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Main Street Burgers & Steaks,"Rua Montes Claros, 1004 - loja 4",Minas Gerais,Belo Horizonte,Brasil,30310-702,173,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#308 de 18306 restaurantes em Belo Horizonte,bit.ly,Sem Informação,+55 31 99842-2021,Fast Food,Segunda: Fechado; Terça: Fechado; Quarta: 17:30-22:00; Quinta: 17:30-22:00; Sexta: 17:30-22:00; Sábado: 17:30-22:00; Domingo: 17:30-22:00,54.00 À 140.00,97.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Biscoitim - Biscoiteria & Lanchonete - Av. do Contorno,"Estação Santa Efigênia Av. do Contorno, 4808",Minas Gerais,Belo Horizonte,Brasil,30110-027,60,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#309 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 97207-4679,Não especificado,Segunda: 07:00-18:00; Terça: 07:00-18:00; Quarta: 07:00-18:00; Quinta: 07:00-18:00; Sexta: 07:00-18:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Massas 100 - A Melhor Lasanha de Belo Horizonte,"Estação Carlos Prates Praça 12 de Dezembro, 15",Minas Gerais,Belo Horizonte,Brasil,31210-510,96,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#310 de 18306 restaurantes em Belo Horizonte,Sem Informação,@massas100caseiras,+55 31 98645-7106,Não especificado,Segunda: Fechado; Terça: 18:00-23:00; Quarta: 18:00-23:00; Quinta: 18:00-23:00; Sexta: 18:00-23:00; Sábado: 18:00-23:00; Domingo: 11:00-20:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante e Petisqueira Padre Rolim,"Estação Santa Efigênia R. Padre Rolim, 159",Minas Gerais,Belo Horizonte,Brasil,30130-090,401,4.1,4.5,3.5,4.4,Sem Avaliação,#311 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3241-3317,"Brasileira, Churrascarias",Segunda: 07:00-23:00; Terça: 07:00-23:00; Quarta: 07:00-23:00; Quinta: 07:00-23:00; Sexta: 07:00-23:00; Sábado: 07:00-17:00; Domingo: 11:00-17:00,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Ramalhete,"R. Ramalhete, 499",Minas Gerais,Belo Horizonte,Brasil,30210-500,231,4.2,4.5,4.0,Sem Avaliação,Sem Avaliação,#332 de 18306 restaurantes em Belo Horizonte,Sem Informação,@esquinaramalhete,+55 31 98243-1610,Brasileira,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:30; Domingo: 11:30-15:30,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
"Mana Poke Anchieta: Restaurante, Comida Havaiana, Delivery em Belo Horizonte MG","Av. dos Bandeirantes, 1725 - Loja 1",Minas Gerais,Belo Horizonte,Brasil,30310-403,196,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#312 de 18306 restaurantes em Belo Horizonte,manapoke.com.br,@reel,+55 31 3586-3600,"Havaiana, Opções vegetarianas",Segunda: 11:30-22:00; Terça: 11:30-22:00; Quarta: 11:30-22:00; Quinta: 11:30-22:00; Sexta: 11:30-22:00; Sábado: 11:30-22:00; Domingo: 11:30-22:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Quintal Mineiro,"Estação Vilarinho R. Santa Cruz, 133",Minas Gerais,Belo Horizonte,Brasil,31510-070,95,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#41 de 3071 cafeterias em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99268-7597,Não especificado,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: 11:00-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
japan cozinha oriental,"RUA MANSUETO FILIZOLA N 06 loja 1 e 2 santa amelia, Belo Horizonte",Brasil,Minas Gerais,31560-300,Sem Informação,841,4.4,4.7,3.9,4.6,4.5,#315 de 18306 restaurantes em Belo Horizonte,facebook.com,@japancozinhaoriental,+55 31 3889-2319,"Japonesa, Sushi",Segunda: Fechado; Terça: 18:00-23:00; Quarta: 18:00-23:00; Quinta: 18:00-23:00; Sexta: 18:00-23:00; Sábado: 18:00-23:00; Domingo: Fechado,55.00 À 140.00,97.5,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Não
Arabito's,"Estação Vilarinho R. dos Jambos, 84",Minas Gerais,Belo Horizonte,Brasil,31744-102,54,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#316 de 18306 restaurantes em Belo Horizonte,Sem Informação,@arabitossanduiches,+55 31 99596-6823,Não especificado,Segunda: 19:00-23:00; Terça: 19:00-23:00; Quarta: 19:00-23:00; Quinta: 19:00-23:00; Sexta: 19:00-23:00; Sábado: 11:30-23:00; Domingo: 11:30-22:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Vila Mariana - Restaurante - Cafeteria - Sushi bar,"Estação Carlos Prates R. Uberaba, 425",Minas Gerais,Belo Horizonte,Brasil,30180-080,92,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#319 de 18306 restaurantes em Belo Horizonte,linktr.ee,@vilamarianabh,+55 31 98469-9444,Não especificado,Segunda: 08:00-18:00; Terça: 08:00-18:00; Quarta: 08:00-18:00; Quinta: 08:00-18:00; Sexta: 08:00-18:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante da Irene,"Estação Santa Tereza R. Cel. Otávio Diniz, 292",Minas Gerais,Belo Horizonte,Brasil,30270-360,57,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#320 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98791-8876,Não especificado,Segunda: 10:00-21:00; Terça: 10:00-21:00; Quarta: 10:00-21:00; Quinta: 10:00-21:00; Sexta: 10:00-21:00; Sábado: 10:00-21:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Burger do Bê - Hamburgueria Artesanal,"Rua das Amendoeiras 105 co, Belo Horizonte",Brasil,Minas Gerais,30570-120,Sem Informação,162,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#321 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99513-8039,Fast Food,Segunda: Fechado; Terça: Fechado; Quarta: 18:30-22:50; Quinta: 18:30-22:50; Sexta: 18:30-23:45; Sábado: 18:30-23:45; Domingo: 18:30-22:50,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Fogão a Lenha da Paloma,"R. Maria Silva, 251",Minas Gerais,Belo Horizonte,Brasil,31530-590,233,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#323 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3452-0779,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Hamburgueria Sal da Terra,"Estação Gameleira R. Gilberto Porto, 816",Minas Gerais,Belo Horizonte,Brasil,30510-120,211,4.7,4.7,Sem Avaliação,4.7,Sem Avaliação,#324 de 18306 restaurantes em Belo Horizonte,Sem Informação,@hamburgueriasaldaterra,+55 31 3564-5919,Fast Food,Segunda: Fechado; Terça: 18:00-00:00; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 19:00-00:00,55.00,55.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Donna Dê,"Av. Américo Vespúcio, 727",Minas Gerais,Belo Horizonte,Brasil,31230-240,34,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#325 de 18306 restaurantes em Belo Horizonte,facebook.com,Sem Informação,+55 31 98332-9460,Italiana,Segunda: 18:00-23:30; Terça: Fechado; Quarta: 18:00-23:30; Quinta: 18:00-23:30; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 11:00-17:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante Cowboy,"Estação Calafate Av. Dom Pedro II, 3945",Minas Gerais,Belo Horizonte,Brasil,31810-190,56,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#326 de 18306 restaurantes em Belo Horizonte,Sem Informação,@restaurante_cowboy,+55 31 98626-5449,Não especificado,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Yoshida Sushi,"R. Nadir, 12",Minas Gerais,Belo Horizonte,Brasil,30770-420,88,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#327 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99307-0035,"Japonesa, Opções vegetarianas",Segunda: Fechado; Terça: 18:00-23:00; Quarta: 18:00-23:00; Quinta: 18:00-23:00; Sexta: 17:00-00:00; Sábado: 17:00-00:00; Domingo: 17:00-23:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
NAÇÕES BURGUER - Hamburgueria artesanal,"R. Alan Kardec, 494",Minas Gerais,Belo Horizonte,Brasil,30820-590,246,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#328 de 18306 restaurantes em Belo Horizonte,Sem Informação,@nacoes.burguer,+55 31 99538-1682,Fast Food,Segunda: 18:00-23:30; Terça: 18:00-23:30; Quarta: 18:00-23:30; Quinta: 18:00-23:30; Sexta: 18:00-23:30; Sábado: 18:00-23:30; Domingo: 18:00-23:30,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Grano 33,"Rua Santa Maria Itabira, 260",Minas Gerais,Belo Horizonte,Brasil,30310-600,1819,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#331 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3568-3749,Não especificado,Segunda: Fechado; Terça: 11:00-23:00; Quarta: 11:00-23:00; Quinta: 11:00-23:00; Sexta: 11:00-23:00; Sábado: 09:00-23:00; Domingo: 09:00-17:00,54.00 À 140.00,97.0,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Sukioto Sushi,"R. Pedra de Anil, 201",Minas Gerais,Belo Horizonte,Brasil,31570-610,155,4.6,4.4,Sem Avaliação,4.8,Sem Avaliação,#333 de 18306 restaurantes em Belo Horizonte,Sem Informação,@sukiotosushi,+55 31 99546-4171,"Japonesa, Sushi",Segunda: Fechado; Terça: 18:00-22:45; Quarta: 18:00-22:45; Quinta: 18:00-22:45; Sexta: 18:00-22:45; Sábado: 18:00-22:45; Domingo: 18:00-22:00,270.00,270.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante e Petisqueira Tirol,"Novo - Rua Macadâmia, 160",Minas Gerais,Belo Horizonte,Brasil,30662-412,86,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#334 de 18306 restaurantes em Belo Horizonte,restauranteepetisqueiratirol.negocio.site,Sem Informação,+55 31 2538-5080,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Quentinha Delivery - Tele entrega de marmitex. Céu Azul - BH.,"WhatsApp & Cell (‪31 97351 - WhatsApp&Cel, 0087___Rua dos Navegantes",Belo Horizonte,164,Minas Gerais,Brasil,86,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#335 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99517-8205,Não especificado,Segunda: 10:30-14:30; Terça: 10:30-14:30; Quarta: 10:30-14:30; Quinta: 10:30-14:30; Sexta: 10:30-14:30; Sábado: 10:30-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Mel Doces Artes - Confeitaria Personalizada,"Av. Portugal, 4075 - loja 10",Minas Gerais,Belo Horizonte,Brasil,31710-400,33,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#337 de 18306 restaurantes em Belo Horizonte,Sem Informação,@meldocesartes,+55 31 99819-0697,Sobremesa,Segunda: Fechado; Terça: 10:00-18:00; Quarta: 10:00-18:00; Quinta: 10:00-18:00; Sexta: 10:00-18:00; Sábado: 10:00-16:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não
Brinco's Burguer,"R. Antônio Teixeira Dias, 1359",Minas Gerais,Belo Horizonte,Brasil,30642-270,380,4.7,4.6,Sem Avaliação,4.8,Sem Avaliação,#38 de 2229 fast food em Belo Horizonte,Sem Informação,@brincosburguers,+55 31 99533-1583,"Americana, Fast Food",Segunda: 18:00-00:00; Terça: 18:00-00:00; Quarta: Fechado; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 18:00-00:00,54.00 À 140.00,97.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Sabor e cheiro,"Estação Santa Inês R. Silva Alvarenga, 1056",Minas Gerais,Belo Horizonte,Brasil,31060-656,56,4.9,4.8,Sem Avaliação,5.0,Sem Avaliação,#339 de 18306 restaurantes em Belo Horizonte,wa.me,@saborecheiroo,+55 31 3487-5492,Fast Food,Segunda: 19:00-23:00; Terça: 19:00-23:30; Quarta: 19:00-23:30; Quinta: 19:00-23:30; Sexta: 19:00-00:00; Sábado: 19:00-00:00; Domingo: 19:00-00:00,54.00 À 140.00,97.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Tiney Restaurante BAR,"Estação Eldorado (Metrô de Belo Horizonte) Av. Marcelo Diniz Xavier, 690",Minas Gerais,Belo Horizonte,Brasil,30855-075,223,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#340 de 18306 restaurantes em Belo Horizonte,Sem Informação,@varandamineirarestaurante,+55 31 3565-6566,Churrasco,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30 15:00-23:00; Quinta: 11:00-14:30 15:00-23:00; Sexta: 11:00-14:30 15:00-23:00; Sábado: 15:00-23:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
