Nome,Endereço,Estado,Cidade,País,CEP,Total de Avaliações,Média de Avaliações,Avaliação Google,Avaliação Foursquare,Avaliação Facebook,Avaliação Trip,Posição no Ranking da Cidade,Site,Instagram,Telefone,Tipos de Cozinha,Horário,Faixa de Preço por Pessoa,Preço Médio por Pessoa,Estacionamento,Lugares Ao Ar Livre,Wi-Fi,Reserva,Entrega,Para Viagem,Música,TV,Acessível a cadeiras de rodas,Crianças,Grupos Grandes,Serviço de Garçom
Vila Chalezinho,"Alameda Oscar Niemeyer, 132 - loja 5",Minas Gerais,Nova Lima,Brasil,34006-049,490,3.8,4.3,Sem Avaliação,3.9,4.0,#1 de 41 restaurantes italianos em Nova Lima,vilachalezinho.com.br,@vilachalezinho,+55 31 3097-2019,"Europeia, Internacional, Contemporânea, Suíça, Opções vegetarianas",Seg: 18:30-00:00; Ter: 18:30-00:00; Qua: 18:30-00:00; Qui: 18:30-01:00; Sex: 18:30-01:00; Sáb: 18:30-01:00; Dom: Fechado,270.00,270,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Mercado Da Boca Savassi,"Rua Levindo Lopes, 124",Belo Horizonte,Funcionários - Savassi,Minas Gerais,Brasil,2239,4.0,4.4,Sem Avaliação,Sem Avaliação,3.5,#162 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98808-6388,"Brasileira, Sul Americana",Seg: 11:30-00:00; Ter: 11:30-00:00; Qua: 11:30-00:00; Qui: 11:30-00:00; Sex: 11:30-00:00; Sáb: 11:30-00:00; Dom: 11:30-22:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Badejo,"Rua Rio Grande do Norte, 836 Savassi",Minas Gerais,Belo Horizonte,Brasil,30150-350,1822,3.6,3.9,3.5,3.5,3.5,#163 de 18306 restaurantes em Belo Horizonte,restaurantebadejo.com.br,@restaurantebadejo,+55 31 3656-3618,Frutos do mar,Seg: 12:00-22:00; Ter: 12:00-22:00; Qua: 12:00-22:00; Qui: 12:00-22:00; Sex: 12:00-22:00; Sáb: 12:00-22:00; Dom: 12:00-20:00,140.00 À 270.00,205.0,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Restaurante e Pizzaria em Floresta BH - Giovanni Petisqueira,"Estação Central (Metrô de Belo Horizonte) Av. Do Contorno, 1790 Floresta",Minas Gerais,Belo Horizonte,Brasil,30110-008,2564,3.6,4.3,3.4,Sem Avaliação,4.0,#164 de 18306 restaurantes em Belo Horizonte,giovannipizzaria.com.br,@giovannipizzaria,+55 31 3222-8787,"Pizza, Italiana",Seg: 18:00-00:00; Ter: 18:00-00:00; Qua: 18:00-00:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 11:00-00:00; Dom: 11:00-00:00,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
Varanda 1389 Lourdes,"Estação Carlos Prates Av. Álvares Cabral, 1389",Minas Gerais,Belo Horizonte,Brasil,30170-002,2600,3.7,4.2,3.6,3.5,3.5,#168 de 18306 restaurantes em Belo Horizonte,Sem Informação,@varanda1389,+55 31 2555-1389,"Japonesa, Opções vegetarianas",Seg: 11:00-15:00; Ter: 11:00-23:30; Qua: 11:00-23:30; Qui: 11:00-00:30; Sex: 11:00-00:30; Sáb: 11:00-00:30; Dom: 11:00-16:00,140.00 À 280.00,210.0,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não
Kei,"Rua Bárbara Heliodora, 54 Lourdes",Minas Gerais,Belo Horizonte,Brasil,30180-130,587,4.2,Sem Avaliação,4.0,Sem Avaliação,4.5,#170 de 18306 restaurantes em Belo Horizonte,keicozinhajaponesa.com.br,Sem Informação,+55 31 3337-4000,"Japonesa, Asiática, Sushi, Opções vegetarianas",Seg: 18:00-00:00; Ter: 18:00-00:00; Qua: 18:00-01:00; Qui: 18:00-01:00; Sex: 18:00-01:00; Sáb: 13:00-01:00; Dom: 13:00-00:00,280.00,280.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Pátria Cozinha do Brasil,"Estação Lagoinha Avenida Celso Porfírio Machado, 1520",Belo Horizonte,Belvedere,Minas Gerais,Brasil,240,4.5,4.4,Sem Avaliação,Sem Avaliação,4.5,#171 de 18306 restaurantes em Belo Horizonte,Sem Informação,@patriacozinhadobrasil,+55 31 98421-8664,"Brasileira, Opções vegetarianas",Seg: Fechado; Ter: 12:00-00:00; Qua: 12:00-00:00; Qui: 12:00-00:00; Sex: 12:00-00:00; Sáb: 12:00-00:00; Dom: 12:00-17:00,54.00 À 140.00,97.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Mesa do Sábio,"Estação Gameleira R. Campos Sales, 665",Minas Gerais,Belo Horizonte,Brasil,30421-031,577,4.7,4.7,Sem Avaliação,5.0,4.5,#172 de 18306 restaurantes em Belo Horizonte,facebook.com,@mesa.do.sabio.veg,+55 31 3371-3941,"Asiática, Vegetariana",Seg: 11:30-14:30; Ter: 11:30-14:30; Qua: 11:30-14:30; Qui: 11:30-14:30; Sex: 11:30-14:30; Sáb: 11:30-14:30; Dom: Fechado,54.00,54.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Top Burger Garage,"Estação São Gabriel R. Altamira, 98",Minas Gerais,Belo Horizonte,Brasil,31910-630,47,5.0,4.9,Sem Avaliação,5.0,Sem Avaliação,#287 de 18306 restaurantes em Belo Horizonte,facebook.com,Sem Informação,+55 31 99316-7942,"Fast Food, Americana",Seg: 18:00-00:00; Ter: 18:00-00:00; Qua: 18:00-00:00; Qui: 18:00-00:00; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: 18:00-00:00,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Taim burguer,"Estação Waldomiro Lobo R. Monte Silvestre, 40",Minas Gerais,Belo Horizonte,Brasil,31812-140,202,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#288 de 18306 restaurantes em Belo Horizonte,Sem Informação,@taim_burger_,+55 31 99695-4388,Fast Food,Seg: Fechado; Ter: Fechado; Qua: Fechado; Qui: 19:00-00:00; Sex: 19:00-00:00; Sáb: 19:00-00:00; Dom: 19:00-00:00,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Tonsay Culinária Japonesa,"Estação José Cândido da Silveira R. Onísio, 50",Minas Gerais,Belo Horizonte,Brasil,31170-825,182,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#289 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98676-8216,Sushi,Seg: Fechado; Ter: 18:00-23:30; Qua: 18:00-23:30; Qui: 18:00-23:30; Sex: 18:00-00:00; Sáb: 18:00-00:00; Dom: 18:00-23:30,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Salgados Falcão,"R. Urucanga, 51",Minas Gerais,Belo Horizonte,Brasil,30626-720,44,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#48 de 3071 cafeterias em Belo Horizonte,salgados-falcao.goomer.app,Sem Informação,+55 31 99190-4136,Não especificado,Seg: 11:00-21:00; Ter: 11:00-21:00; Qua: 11:00-21:00; Qui: 11:00-22:30; Sex: 11:00-22:30; Sáb: 11:00-22:30; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Bar e Restaurante do Jacaré,"Rua Barão de Coromandel, 512",Minas Gerais,Belo Horizonte,Brasil,30640-060,177,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#291 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3336-4946,Não especificado,Seg: 10:00-14:00; Ter: 10:00-14:00; Qua: 10:00-14:00; Qui: 10:00-14:00; Sex: 10:00-14:00; Sáb: 10:00-15:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Mimito Maker,"R. dos Geólogos, 525",Minas Gerais,Belo Horizonte,Brasil,30840-000,43,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#292 de 18306 restaurantes em Belo Horizonte,churrascoebrasa.com.br,@mimitomaker,+55 31 99784-5000,Não especificado,Seg: Fechado; Ter: Fechado; Qua: Fechado; Qui: 10:00-14:00; Sex: Fechado; Sáb: 10:00-14:00; Dom: 10:00-14:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Taberna Zocratto,"Rua Dalva de Matos, 117",Minas Gerais,Belo Horizonte,Brasil,31535-300,44,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#293 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Não especificado,Seg: Fechado; Ter: 16:00-00:00; Qua: 16:00-00:00; Qui: 16:00-00:00; Sex: 16:00-00:00; Sáb: 16:00-00:00; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
Sushi Meiyo Culinária Japonesa,"R. Piauí, 1594",Minas Gerais,Belo Horizonte,Brasil,30150-321,42,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#294 de 18306 restaurantes em Belo Horizonte,Sem Informação,@sushimeiyo,+55 31 99238-2186,Chinês,Seg: 18:00-22:00; Ter: 18:00-22:00; Qua: 18:00-22:00; Qui: 18:00-22:00; Sex: 18:00-22:00; Sáb: 18:00-22:00; Dom: 18:00-22:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Kantim 212 Bar e Restaurante,"R. Praia Formosa, 212",Minas Gerais,Belo Horizonte,Brasil,30775-080,66,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#295 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98013-0029,Não especificado,Seg: 18:00-00:00; Ter: 11:00-15:00; Qua: 15:00-17:00 18:00-00:00; Qui: 11:00-15:00 18:00-00:00; Sex: 11:00-15:00 18:00-00:00; Sáb: 11:00-00:00; Dom: 11:00-20:00,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Taverna Ficker - Comida e Bebida Espaço Cultural Medieval,"R. Rio Grande do Sul, 499 - Corredor C3",Minas Gerais,Belo Horizonte,Brasil,30170-110,41,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#296 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99676-8696,Bar de Coquetéis,Seg: Fechado; Ter: Fechado; Qua: Fechado; Qui: 17:00-22:00; Sex: 17:00-22:00; Sáb: 12:00-23:00; Dom: 10:00-17:00,Sem Informação,Sem Informação,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Sushi Hub Bh,"R. Carlos Etiene de Castro, 32",Minas Gerais,Belo Horizonte,Brasil,30220-360,41,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#297 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99275-9461,Japonesa,Seg: Fechado; Ter: 18:00-23:30; Qua: 18:00-23:30; Qui: 18:00-23:30; Sex: 18:00-23:30; Sáb: 18:00-23:30; Dom: 18:00-23:30,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Ni Hao,"Rua Carangola, 358 Sto Antônio",Minas Gerais,Belo Horizonte,Brasil,30330-240,1438,3.7,Sem Avaliação,3.8,4.1,3.5,#298 de 18306 restaurantes em Belo Horizonte,facebook.com,Sem Informação,+55 31 3296-7555,"Japonesa, Chinês, Sushi",Seg: 11:30-15:00 19:00-03:00; Ter: 11:30-15:00 19:00-03:00; Qua: 11:30-15:00 19:00-03:00; Qui: 11:30-15:00 19:00-03:00; Sex: 11:30-15:00 19:00-03:00; Sáb: 12:00-16:00 19:00-03:00; Dom: 12:00-16:00 19:00-03:00,54.00 À 140.00,97.0,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Espeto Santa Amélia,"Av. Guarapari, 844",Minas Gerais,Belo Horizonte,Brasil,31560-300,443,3.8,4.3,3.6,2.3,Sem Avaliação,#299 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3441-1952,"Churrascarias, Brasileira",Seg: 19:00-22:00; Ter: 17:00-22:00; Qua: 18:00-22:00; Qui: 18:00-23:00; Sex: 17:00-00:00; Sáb: 11:00-01:00; Dom: 00:00-01:00 11:00-22:00,54.00 À 140.00,97.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Bar e restaurante da lora,"Estação São Gabriel Rua volts n 15 Sentido Cristiano Machado, duas lojas depois da padaria três poderes",Minas Gerais,Belo Horizonte,Brasil,31810-000,40,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#300 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98962-7424,Não especificado,Seg: 07:00-23:30; Ter: 07:00-23:30; Qua: 07:00-23:30; Qui: 07:00-23:30; Sex: 07:00-23:30; Sáb: 07:00-23:30; Dom: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Quintal Bowls - Poke & Japa,"Estação Central (Metrô de Belo Horizonte) Av. Brasil, 1132",Minas Gerais,Belo Horizonte,Brasil,30140-001,269,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#301 de 18306 restaurantes em Belo Horizonte,Sem Informação,@quintalbowls,+55 31 99449-8650,Não especificado,Seg: 11:00-22:00; Ter: 11:00-22:00; Qua: 11:00-22:00; Qui: 11:00-22:00; Sex: 11:00-22:00; Sáb: 11:00-22:00; Dom: 11:00-22:00,Sem Informação,Sem Informação,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
